-500,-868
-499,-866.2
-498,-864.4
-497,-862.6
-496,-860.8
-495,-859
-494,-857.2
-493,-855.4
-492,-853.6
-491,-851.8
-490,-850
-489,-848.2
-488,-846.4
-487,-844.6
-486,-842.8
-485,-841
-484,-839.2
-483,-837.4
-482,-835.6
-481,-833.8
-480,-832
-479,-830.2
-478,-828.4
-477,-826.6
-476,-824.8
-475,-823
-474,-821.2
-473,-819.4
-472,-817.6
-471,-815.8
-470,-814
-469,-812.2
-468,-810.4
-467,-808.6
-466,-806.8
-465,-805
-464,-803.2
-463,-801.4
-462,-799.6
-461,-797.8
-460,-796
-459,-794.2
-458,-792.4
-457,-790.6
-456,-788.8
-455,-787
-454,-785.2
-453,-783.4
-452,-781.6
-451,-779.8
-450,-778
-449,-776.2
-448,-774.4
-447,-772.6
-446,-770.8
-445,-769
-444,-767.2
-443,-765.4
-442,-763.6
-441,-761.8
-440,-760
-439,-758.2
-438,-756.4
-437,-754.6
-436,-752.8
-435,-751
-434,-749.2
-433,-747.4
-432,-745.6
-431,-743.8
-430,-742
-429,-740.2
-428,-738.4
-427,-736.6
-426,-734.8
-425,-733
-424,-731.2
-423,-729.4
-422,-727.6
-421,-725.8
-420,-724
-419,-722.2
-418,-720.4
-417,-718.6
-416,-716.8
-415,-715
-414,-713.2
-413,-711.4
-412,-709.6
-411,-707.8
-410,-706
-409,-704.2
-408,-702.4
-407,-700.6
-406,-698.8
-405,-697
-404,-695.2
-403,-693.4
-402,-691.6
-401,-689.8
-400,-688
-399,-686.2
-398,-684.4
-397,-682.6
-396,-680.8
-395,-679
-394,-677.2
-393,-675.4
-392,-673.6
-391,-671.8
-390,-670
-389,-668.2
-388,-666.4
-387,-664.6
-386,-662.8
-385,-661
-384,-659.2
-383,-657.4
-382,-655.6
-381,-653.8
-380,-652
-379,-650.2
-378,-648.4
-377,-646.6
-376,-644.8
-375,-643
-374,-641.2
-373,-639.4
-372,-637.6
-371,-635.8
-370,-634
-369,-632.2
-368,-630.4
-367,-628.6
-366,-626.8
-365,-625
-364,-623.2
-363,-621.4
-362,-619.6
-361,-617.8
-360,-616
-359,-614.2
-358,-612.4
-357,-610.6
-356,-608.8
-355,-607
-354,-605.2
-353,-603.4
-352,-601.6
-351,-599.8
-350,-598
-349,-596.2
-348,-594.4
-347,-592.6
-346,-590.8
-345,-589
-344,-587.2
-343,-585.4
-342,-583.6
-341,-581.8
-340,-580
-339,-578.2
-338,-576.4
-337,-574.6
-336,-572.8
-335,-571
-334,-569.2
-333,-567.4
-332,-565.6
-331,-563.8
-330,-562
-329,-560.2
-328,-558.4
-327,-556.6
-326,-554.8
-325,-553
-324,-551.2
-323,-549.4
-322,-547.6
-321,-545.8
-320,-544
-319,-542.2
-318,-540.4
-317,-538.6
-316,-536.8
-315,-535
-314,-533.2
-313,-531.4
-312,-529.6
-311,-527.8
-310,-526
-309,-524.2
-308,-522.4
-307,-520.6
-306,-518.8
-305,-517
-304,-515.2
-303,-513.4
-302,-511.6
-301,-509.8
-300,-508
-299,-506.2
-298,-504.4
-297,-502.6
-296,-500.8
-295,-499
-294,-497.2
-293,-495.4
-292,-493.6
-291,-491.8
-290,-490
-289,-488.2
-288,-486.4
-287,-484.6
-286,-482.8
-285,-481
-284,-479.2
-283,-477.4
-282,-475.6
-281,-473.8
-280,-472
-279,-470.2
-278,-468.4
-277,-466.6
-276,-464.8
-275,-463
-274,-461.2
-273,-459.4
-272,-457.6
-271,-455.8
-270,-454
-269,-452.2
-268,-450.4
-267,-448.6
-266,-446.8
-265,-445
-264,-443.2
-263,-441.4
-262,-439.6
-261,-437.8
-260,-436
-259,-434.2
-258,-432.4
-257,-430.6
-256,-428.8
-255,-427
-254,-425.2
-253,-423.4
-252,-421.6
-251,-419.8
-250,-418
-249,-416.2
-248,-414.4
-247,-412.6
-246,-410.8
-245,-409
-244,-407.2
-243,-405.4
-242,-403.6
-241,-401.8
-240,-400
-239,-398.2
-238,-396.4
-237,-394.6
-236,-392.8
-235,-391
-234,-389.2
-233,-387.4
-232,-385.6
-231,-383.8
-230,-382
-229,-380.2
-228,-378.4
-227,-376.6
-226,-374.8
-225,-373
-224,-371.2
-223,-369.4
-222,-367.6
-221,-365.8
-220,-364
-219,-362.2
-218,-360.4
-217,-358.6
-216,-356.8
-215,-355
-214,-353.2
-213,-351.4
-212,-349.6
-211,-347.8
-210,-346
-209,-344.2
-208,-342.4
-207,-340.6
-206,-338.8
-205,-337
-204,-335.2
-203,-333.4
-202,-331.6
-201,-329.8
-200,-328
-199,-326.2
-198,-324.4
-197,-322.6
-196,-320.8
-195,-319
-194,-317.2
-193,-315.4
-192,-313.6
-191,-311.8
-190,-310
-189,-308.2
-188,-306.4
-187,-304.6
-186,-302.8
-185,-301
-184,-299.2
-183,-297.4
